"","ID_AE","Latitude","Longitude","Family","Genus","Species","X","Unit_X","Min_X","Max_X","Output","Output_TR","Unit_Y","Equation","RMSE","SEE","Corrected_for_bias","Substitute_equation","Sample_size","Veg_Component","Population","Location","Country","Ecoregion_WWF","Reference"
"1185",39925,34.1901,-78.2818,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 23","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1186",39925,34.8324,-77.345,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 24","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1187",39925,35.2406,-77.1309,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 25","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1188",39925,36.1506,-76.9703,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 27","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1189",39925,30.684,-88.7733,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 3","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1190",39925,32.3166,-88.0774,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 4","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1191",39925,31.8884,-87.3012,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 5","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1192",39925,31.7278,-88.0774,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 6","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1193",39925,30.684,-86.2574,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 8","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1194",39925,35.6956,-76.5957,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 26","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1195",39925,33.8957,-79.0847,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 22","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1196",39925,31.1925,-87.8633,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 7","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1197",39925,29.3726,-82.564,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 11","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1198",39925,33.4942,-79.4862,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 21","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1199",39925,36.7929,-76.8365,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 28","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1200",39925,29.8276,-82.9387,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 10","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1201",39925,29.3726,-81.6808,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 12","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1202",39925,29.9882,-81.7343,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 13","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1203",39925,30.3896,-81.7343,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 14","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1204",39925,31.0587,-82.1358,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 15","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1205",39925,32.2096,-81.3061,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 17","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1206",39925,31.7546,-90.7806,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 1","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1207",39925,32.7716,-80.6905,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 18","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1208",39925,32.9054,-80.1285,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 20","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1209",39925,33.2266,-81.092,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 19","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1210",39925,31.1658,-88.7465,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 2","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1211",39925,31.1658,-81.7343,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",1,119,"Biomass",NA,"lb","0+0*X+1.69699*(X^(1.27523))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69699*((DBH^2)^(1.27523))",243,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 16","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1212",39926,35.212,-83.4217,"Fagaceae","Quercus","alba","DBH^2","in2",135,471,"Biomass",NA,"lb","0+0*X+1.69511*(X^(1.33917))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69511*((DBH^2)^(1.33917))",19,"Stem + branches (live)","Individual","Nantahala National Forests North Carolina","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Schroeder; J; 1986; Weight; volume; and physical properties of major hardwood species in the southern Appalachian mountains; Res; Pap; SE-153; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Forest Experiment Sta"
"1213",39926,35.8022,-82.3452,"Fagaceae","Quercus","alba","DBH^2","in2",135,471,"Biomass",NA,"lb","0+0*X+1.69511*(X^(1.33917))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69511*((DBH^2)^(1.33917))",19,"Stem + branches (live)","Individual","Pisgah National Forests North Carolina","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Schroeder; J; 1986; Weight; volume; and physical properties of major hardwood species in the southern Appalachian mountains; Res; Pap; SE-153; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Forest Experiment Sta"
"1214",39926,34.766,-84.1435,"Fagaceae","Quercus","alba","DBH^2","in2",135,471,"Biomass",NA,"lb","0+0*X+1.69511*(X^(1.33917))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.69511*((DBH^2)^(1.33917))",19,"Stem + branches (live)","Individual","Chattahoochee National Forest in Georgia","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Schroeder; J; 1986; Weight; volume; and physical properties of major hardwood species in the southern Appalachian mountains; Res; Pap; SE-153; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Forest Experiment Sta"
"1215",39927,39.6736,-79.7932,"Fagaceae","Quercus","rubra","DBH","in",2,16,"Biomass",NA,"lb","0+0*X+1.68914*(X^(2.65978))",NA,NA,NA,"Biomass=0+0*(DBH)+1.68914*((DBH)^(2.65978))",19,"Stem + branches (live)","Individual","West Virginia University Forest, near Morgantown, West Virginia","United States","Temperate broadleaf and mixed forests","Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; Moss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station."
"1216",39929,30.0684,-83.3669,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",125,400,"Biomass",NA,"lb","0+0*X+1.68032*(X^(1.27729))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.68032*((DBH^2)^(1.27729))",70,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 9","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1217",39929,34.1901,-78.2818,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",125,400,"Biomass",NA,"lb","0+0*X+1.68032*(X^(1.27729))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.68032*((DBH^2)^(1.27729))",70,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 23","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1218",39929,34.8324,-77.345,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",125,400,"Biomass",NA,"lb","0+0*X+1.68032*(X^(1.27729))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.68032*((DBH^2)^(1.27729))",70,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 24","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"1219",39929,35.2406,-77.1309,"Altingiaceae","Liquidambar","styraciflua","DBH^2","in2",125,400,"Biomass",NA,"lb","0+0*X+1.68032*(X^(1.27729))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.68032*((DBH^2)^(1.27729))",70,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 25","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
