"","V1","PLT","TPH","FID","LAT","LON","SPCD","DBH","Year","WWF_Biome"
"1",22614,"17",4,153391,-0.896974746,-59.69296685,"Cupania macrostylis",16.2338042,2006,1
"2",22615,"17",4,153386,-0.896974746,-59.69296685,"Dialium guianense",20.37183272,2006,1
"3",22616,"17",4,153382,-0.896974746,-59.69296685,"Dipteryx odorata",15.27887454,2006,1
"4",22617,"17",4,153336,-0.896974746,-59.69296685,"Drypetes variabilis",13.36901522,2006,1
"5",22618,"17",4,153401,-0.896974746,-59.69296685,"Drypetes variabilis",20.6901426,2006,1
"6",22619,"17",4,153334,-0.896974746,-59.69296685,"Duguetia megalocarpa",14.64225476,2006,1
"7",22620,"17",4,153446,-0.896974746,-59.69296685,"Duguetia megalocarpa",15.91549431,2006,1
"8",22621,"17",4,153453,-0.896974746,-59.69296685,"Eriotheca globosa",12.41408556,2006,1
"9",22622,"17",4,153415,-0.896974746,-59.69296685,"Erisma bicolor",16.55211408,2006,1
"10",22623,"17",4,153395,-0.896974746,-59.69296685,"Erisma calcaratum",16.87042397,2006,1
"11",22624,"17",4,153420,-0.896974746,-59.69296685,"Erisma sppSCA1",28.64788976,2006,1
"12",22625,"17",4,153402,-0.896974746,-59.69296685,"Eschweilera atropetiolata",28.96619964,2006,1
"13",22626,"17",4,153459,-0.896974746,-59.69296685,"Eschweilera atropetiolata",35.01408748,2006,1
"14",22627,"17",4,153417,-0.896974746,-59.69296685,"Eschweilera atropetiolata",52.52113122,2006,1
"15",22628,"17",4,153398,-0.896974746,-59.69296685,"Eschweilera bracteosa",11.14084602,2006,1
"16",22629,"17",4,153389,-0.896974746,-59.69296685,"Eschweilera coriacea",10.50422624,2006,1
"17",22630,"17",4,153442,-0.896974746,-59.69296685,"Eschweilera coriacea",12.73239545,2006,1
"18",22631,"17",4,153396,-0.896974746,-59.69296685,"Eschweilera coriacea",16.87042397,2006,1
"19",22632,"17",4,153457,-0.896974746,-59.69296685,"Eschweilera coriacea",27.37465021,2006,1
"20",22633,"17",4,153456,-0.896974746,-59.69296685,"Eschweilera pseudodecolorans",19.73521294,2006,1
"21",22634,"17",4,153463,-0.896974746,-59.69296685,"Eschweilera rhododendrifolia",23.87324146,2006,1
"22",22635,"17",4,153433,-0.896974746,-59.69296685,"Eschweilera rhododendrifolia",46.1549335,2006,1
"23",22636,"17",4,153370,-0.896974746,-59.69296685,"Eschweilera romeu-cardosoi",11.14084602,2006,1
"24",22637,"17",4,153437,-0.896974746,-59.69296685,"Eschweilera romeu-cardosoi",18.14366351,2006,1
"25",22638,"17",4,153451,-0.896974746,-59.69296685,"Eschweilera wachenheimii",10.18591636,2006,1
"26",22639,"17",4,153408,-0.896974746,-59.69296685,"Eschweilera wachenheimii",10.50422624,2006,1
"27",22640,"17",4,153333,-0.896974746,-59.69296685,"Eschweilera wachenheimii",11.4591559,2006,1
"28",22641,"17",4,153338,-0.896974746,-59.69296685,"Eschweilera wachenheimii",12.09577567,2006,1
"29",22642,"17",4,153413,-0.896974746,-59.69296685,"Eschweilera wachenheimii",13.36901522,2006,1
"30",22643,"17",4,153394,-0.896974746,-59.69296685,"Eschweilera wachenheimii",14.32394488,2006,1
"31",22644,"17",4,153464,-0.896974746,-59.69296685,"Fusaea longifolia",12.09577567,2006,1
"32",22645,"17",4,153332,-0.896974746,-59.69296685,"Geissospermum urceolatum",13.36901522,2006,1
"33",22646,"17",4,153340,-0.896974746,-59.69296685,"Geissospermum urceolatum",49.65634224,2006,1
